SPI1,SPI3,SPI6,SPI12
-0.410943747,0.91902712,1.267192367,0.741378934
0.89833404,0.840757974,1.424603509,0.936928925
0.911010421,0.589400833,1.566841274,1.284814331
-0.165739973,0.804944576,1.070849801,1.303977289
1.153772339,0.84279514,0.967330531,1.456687616
1.841568886,0.848842309,0.774057322,1.458454428
-0.151952775,1.346321718,1.072444305,1.44228436
1.861078306,1.760566668,1.768140807,1.820060378
2.115362145,2.340669692,2.764869865,2.465092014
0.502906123,2.258805934,2.498892126,2.123973528
-1.297966431,1.107942292,1.743690264,1.729431568
-1.131788145,-0.919743611,1.064138727,1.276445139
-0.38934087,-1.414805241,0.799605872,1.220246676
0.373154002,-0.633488473,0.291927222,1.025191292
1.04478237,0.349163039,-0.393286242,1.02789595
-1.631294292,0.292111006,-0.805188842,0.903576481
0.369466061,0.232536223,-0.434266611,0.786542366
1.228387354,-0.49007582,0.07879327,0.735972583
-0.164372238,0.374226107,0.317635636,0.731094474
2.487613325,2.213554798,1.793048928,0.971267247
0.515493881,1.72305365,1.567477871,0.357779629
-0.893839037,1.201043373,1.21509259,0.040189718
1.413008768,0.646872836,1.668181481,0.773870972
1.225221555,0.982743087,1.824919102,1.506087065
1.992552438,2.041563738,2.2389708,2.174804055
1.80774976,2.348953453,2.047200985,2.515989222
-0.101086981,2.115589128,1.884991335,2.217835695
0.593230201,1.279509404,2.189451989,2.362679061
2.094533859,1.106626827,2.316753902,2.534852262
1.699002818,1.855995952,2.477874252,2.534810841
-0.975201582,2.032479508,1.709489717,2.491307205
-0.308478782,-0.142041865,0.682092209,1.923931573
-1.176807647,-1.236378607,0.182818475,1.707911636
0.01737787,-0.869879206,-0.054027749,1.832419399
0.345824284,-0.487289643,-0.578914278,1.588032242
0.75222176,0.396685293,-0.371392296,1.575690115
-1.626821228,-0.065093732,-0.668115554,0.475835636
-0.382951845,-0.453414316,-0.684107271,-0.318035873
1.581097803,-0.091051778,0.190325387,0.179442678
-0.412851239,0.457448541,0.155516655,0.020463478
-0.750542326,0.763426479,-0.038854118,-0.405236431
-0.316094425,-0.994849027,-0.474987074,-0.522068256
1.046300515,-0.035691422,0.359749806,-0.352510748
1.12287709,1.099476981,1.206471649,-0.015949657
-0.208661608,0.628963512,0.113800275,0.144792737
-0.408673313,0.07990924,0.006118782,0.060874972
-0.055326425,-0.606152431,0.036316184,-0.075670438
-0.095221652,-0.470090638,-0.085512207,-0.4609392
0.822227272,0.208838388,0.099582308,0.199061826
-0.118644094,0.188137996,-0.290274084,0.269193102
0.071121711,0.298771629,-0.162826313,-0.151711765
0.110818224,-0.174082549,0.010851348,-0.069031394
1.103666182,0.345513452,0.239710718,0.13347275
-1.432295657,0.397896536,0.343693468,0.113937941
-0.567462718,0.283259269,-0.127449565,-0.020091938
-0.240182409,-0.615241444,-0.215399062,-0.36254463
-0.435785184,-0.690033932,-0.571125819,-0.438021553
-1.40933729,-1.292811813,-1.152088465,-0.592478266
-0.030194004,-1.15858446,-1.382996165,-0.636261826
1.524288325,0.309584528,-0.218206753,-0.018116469
0.42701798,0.885140439,0.00085809,-0.157709477
-0.913382134,0.679238148,-0.173028974,-0.309691649
-1.81785918,-0.898237708,-0.278325336,-0.534335254
-0.422790718,-1.635817313,0.017928609,-0.602509123
-0.14676455,-1.648428936,0.014209467,-0.769786497
0.180223568,-0.601869311,-1.076891882,-0.718197645
0.060773734,-0.342028829,-1.577545488,-0.668226004
-0.90091308,-0.709951421,-1.803013143,-0.796003346
1.057049402,0.342446833,-0.070931223,-0.334955996
0.236727547,0.3372275,0.185474693,0.040061179
0.107650971,0.610579483,0.19621243,0.062404761
0.125178401,0.037068817,0.120497332,-0.637671564
-1.294084834,-0.49801605,-0.250668053,-1.07420546
-1.545939895,-1.278210861,-0.4088315,-1.116281209
-1.322942277,-2.389242152,-1.100623848,-1.004447906
1.647847272,-0.37212093,-0.634063169,-0.480170494
-0.969009441,0.191121922,-0.903253397,-0.525513452
-1.304248291,0.966149898,-1.265371983,-0.558200572
-0.96385081,-2.07734309,-0.867797531,-0.6193159
-0.730221318,-1.145950018,-0.610404803,-0.612024086
0.302275862,-0.421979192,0.052745783,-0.949983174
-1.053588357,-0.839471173,-1.360169491,-1.251842237
-0.637039031,-0.911688874,-1.38705639,-1.582347394
-1.289804072,-1.664567846,-1.762020436,-2.32459896
-2.037162593,-1.872801821,-1.991478634,-2.320147534
-2.165118837,-2.832598287,-2.312021713,-2.283019707
-0.983645391,-2.923740364,-2.76270813,-2.109953941
-0.59819424,-2.053764021,-2.577401724,-2.811458689
-1.876108817,-1.823048247,-3.034156669,-2.796772868
-0.617244628,-1.532548323,-3.160034709,-2.746928208
-0.319280704,-1.750701571,-2.42820029,-2.673180679
-0.517649384,-0.709423357,-1.914630855,-2.675093257
-0.520233254,-0.849447455,-1.790721015,-3.152659054
-0.357747269,-0.933546086,-1.401259075,-2.800623405
0.768259689,-0.150673238,-0.520076187,-2.293097563
-0.574216729,-0.166228232,-0.753741293,-2.428957646
-0.702425337,-0.241250776,-0.851946801,-2.001419813
-0.070061174,-0.827245372,-0.709373736,-1.443796965
1.224381658,0.093148235,-0.09611384,-0.789661612
0.150152373,0.518860752,0.071452044,-0.654963862
-1.247295517,0.585991968,-0.388387764,-0.624791807
0.164683896,-0.49517548,-0.157316193,-0.590199409
1.09759106,-0.018830085,0.421965364,-0.446784592
-0.280346485,0.133060525,0.41426828,-0.41941775
-0.360003818,-0.231183041,-0.649576717,-0.408447246
0.589535758,-0.118420419,-0.181523313,-0.100902339
0.898858802,0.516086455,0.42462183,-0.073586636
